taxlevel	 rankID	 taxon	phylum	 total	D1_A	D1_B	D2_A	D2_B	D3_A	D3_B	D4_A	D4_B	D5_A	D5_B	DA0153	DA0154	DA0155	DA0156	DA0156_R	DA0157	DA0165	DA0192	DA0207	DA0208	DA0219	DA0227	DA0228	DA0236	DA0281	DA0283	DA0288	DA0296	DA0299	DA0309	DA0318	DA0328	DA0338	DA0339	DA0345	DA0346	DA0349	DA0379	DA0380	DA0381	DA0382	DA0383	DA0391	DA0394	DA0397	DA0415	DA0416	DA0416_R	DA0417	DA0426	DA0427	DA0435	DA0450	DA0453	DA0457	DA0458	DA0461	DA0467	DA0474	DA0475	DA0476	DA0488	DA0498	DA0525	DA0527	DA0530	DA0550	DA0551	DA0554	DA0556	DA0565	DA0568	DA0574	DA0578	DA0581	DA0592	DA0593	DA0595	DA0600	DA0600_O	DA0600_OS	DA0600_P	DA0600_X	DA0603	DA0611	DA0611_R	DA0615	DA0617	DA0618	DA0619	DA0621	DA0635	DA0635_R	DA0638	DA0638_R	DA0638_s	DA0666	DA0673	DA0676	DA0689	DA0695	DA0705	DA0718_R	DA0719	DA0721	DA0721_R	DA0725	DA0731	DA0734_R	DA0735	DA0738	DA0741	DA0752	DA0753	DA0754	DA0776	DA0778	DA0779	DA0780	DA0793	DA0804	DA0806	DA0810	DA0812	DA0820	DA0845	DA0850	DA0861	DA0864	DA0904	DA0908	DA0918	DA0926	DA0933	DA0933_R	DA0939	DA0941	DA0943	DA0948	DA0949	DA0954	DA0955	DA0963	DA0977	DA0978	DA0980	DA0984	DA0989	DA0991	DA0991_R	DA0993	DA0994	DA1008	DA1009	DA1009_s	DA1026	DA1030	DA1033_R	DA1039	DA1041	DA1043	DA1044	DA1046	DA1068	DA1071	DA1088	DA1102	DA1119	DA1119_s	DA1120	DA1125	DA1133	DA1139	DA1155	DA1174	DA1179	DA1193	DA1208	DA1215	DA1217	DA1223	DA1227	DA1231	DA1235	DA1244	DA1249	DA1250	DA1251	DA1287	DA1306	DA1320	DA1324	DA1335	DA1359	DA1365	DA1369	DA1370	DA1384	DA1388	DA1399	DA1419	DA1428	DA1468	DA1475	DA1482	DA1483	DA1484	DA1497	DA1504	DA1513	DA1514	DA1519	DA1525	DA1536	DA1545	DA1563	DA1580	DA1609	DA1621	DA1645	DA1648	DA1655	DA1657a	DA1657b	DA1673	DA1686	DA1718	DA1749	DA1752	DA1779	DA1810	DA1837	DA1904	DA1918	DA1936	DA1937	DA1945	DA1960	DA1962	DA1963	DA1966	DA1979	DA1993	DA2014	DA2043	DA2045	DA2047	DA2058	DA2059a	DA2059b	DA2063	DA2072a	DA2072b	DA2095	DA2102	DA2245	DA2263_s	DA2263a	DA2263b	DA2267	DA2276	DA2347	DA2355	DA2363	DA2430_s	DA2444	DA2559	DA2699	DA2710	DA2763	DA2764	DA2766	DA2792	DA2797	DA2803	DA2819	DA2822	DA2826	DA2830	DA2832	DA2840	DA2845	DA2850	DA2851	DA2852	DA2867	DA2869	DA2870	DA2871	DA2875	DA2879	DA2894	DA2905	DA2909	DA2910	DA2911	DA2932	DA2938	DA2939	DA2940	DA2942	DA2946	DA2960	DA2997	DA3027a	DA3027b	DA3035	DA3081	DA3091	DA3108	DA3137	DA3139	DA3143	DA3173	DA3185	DA3215	DA3215_O	DA3215_OS	DA3215_P	DA3215_X	DA3216	DA3216_OS	DA3217	DA3239	DA3240	DA3243	DA3243_X	DA3260_P	DA3260_X	DA3298	DA3299	DA3376	EXTR_NEG1	MOCKB	MOCKC	R1_A	R1_B	R1_C	R1_D	R1_E	R1_F	R2_A	R2_B	R2_C	R2_D	R2_E	R2_F	R3_A	R3_B	R3_D	R3_E	R3_F	R4_A	R4_B	R4_C	R4_D	R4_E	R4_F	R5_B	R5_C	R5_D	R5_E	R6_A	R6_B	R6_C	R6_D	R6_E	TD_DA0296	TD_DA2710	TD_water_021315	mock_C_021315	test	waterB	waterC
6	0.2.39.4.1.1.2	Campylobacter	03_Proteobacteria	9907	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	29	4	0	0	10	0	0	58	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	97	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2224	20	15	0	0	0	0	0	1	0	2	0	0	0	29	0	0	6	0	5	0	0	286	0	0	0	0	0	0	0	45	19	2	0	0	3	0	0	0	4	0	0	0	0	0	0	2	2	0	2	0	113	36	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	6	0	50	0	0	116	0	374	0	2	698	0	133	0	0	0	0	0	0	0	0	9	0	0	0	0	0	115	0	4	0	0	0	0	0	2	0	0	0	2	110	0	0	0	274	0	2	0	0	0	0	0	0	21	5	0	0	0	0	0	19	0	0	0	724	0	0	0	0	4	18	0	2	0	0	12	0	11	0	0	0	0	0	0	0	112	0	0	118	24	6	0	0	0	0	70	0	0	0	0	4	0	226	0	0	0	30	70	0	0	0	0	0	5	2	335	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	208	1	0	0	58	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	7	4	0	2	2	0	0	0	0	0	0	684	1832	3	0	0	0	0	0	0	0	0	2	0	0	1	32	81	0	0	0	21	33	0	0	34	0	0
6	0.2.39.2.1.2.1	Burkholderia	03_Proteobacteria	8096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	4	52	0	0	59	0	0	0	0	0	0	0	4	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	129	0	0	110	131	0	0	0	0	0	0	0	0	0	0	0	2756	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2666	0	0	1
6	0.2.39.2.12.1.1	unclassified_Betaproteobacteria	03_Proteobacteria	7195	0	0	0	0	0	0	0	0	0	2	0	0	0	188	0	0	0	0	0	1288	0	0	0	0	0	0	0	0	3	0	0	0	0	0	380	0	4	0	0	0	3	0	0	0	0	14	0	0	0	0	0	0	0	0	0	190	0	64	0	31	0	6	0	0	0	0	0	422	0	0	0	0	587	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	100	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	1	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	477	0	0	390	0	0	0	0	0	0	0	0	0	0	0	67	3	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	146	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	17	5	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	207	0	0	291	267	0	533	9	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6	0.2.39.7.1.1.1	unclassified_Proteobacteria	03_Proteobacteria	4729	7	5	0	0	0	0	0	0	15	216	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	6	0	0	0	0	0	390	0	0	0	32	0	0	187	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	153	34	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	30	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	1	0	0	190	0	0	0	0	0	0	0	0	0	0	0	544	0	0	234	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	4	0	0	45	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	2	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	170	275	1	0	0	0	2	0	0	0	0	0	0	4	0	0	0	1	1	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61	339	49	0	0	0	0	0	0	0	0	6	0	0	0
6	0.2.39.5.7.1.26	Morganella	03_Proteobacteria	4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	728	1	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	1	0	6	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	67	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	66	47	0	0	0	1	4	0	0	0	0	2	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0
6	0.2.39.3.7.8.1	unclassified_Myxococcales	03_Proteobacteria	3519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	80	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	287	0	0	326	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	153	459	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.39.5.7.1.10	Cronobacter	03_Proteobacteria	3052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	3	0	0	8	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1428	1273	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	8	0	0	0	2	0	0	0	45	0	0	0	0	0	0
6	0.2.39.5.21.1.1	unclassified_Gammaproteobacteria	03_Proteobacteria	2970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	100	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	1	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	255	0	0	143	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	363	0	0	145	369	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.39.3.4.4.3	Desulfovibrio	03_Proteobacteria	2665	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	3	0	0	0	0	0	0	0	160	0	0	0	0	0	17	75	68	0	0	0	2	1	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	137	3	1	1	0	0	1	209	5	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	2	0	4	0	0	6	0	0	0	0	3	0	1	0	0	8	3	0	0	0	0	3	1	0	0	0	2	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	55	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	22	0	0	0	4	0	0	1	0	0	0	144	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	53	4	0	3	5	0	2	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	43	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	2	0	4	135	1	245	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	138	2	0	0	0	0	0	3	0	0	3	0	2	0	0	0	3	3	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	78	222	11	43	101	2	4	0	0	2	0	0
6	0.2.39.1.15.1.1	unclassified_Alphaproteobacteria	03_Proteobacteria	2433	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	94	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	135	1	0	230	41	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	173	160	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.39.1.8.15.1	unclassified_Rhizobiales	03_Proteobacteria	2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	149	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	482	0	0	80	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	134	76	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.39.1.8.4.5	Bradyrhizobium	03_Proteobacteria	1896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	79	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	5	0	0	208	0	0	0	0	0	0	0	0	0	0	0	131	0	0	50	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	33	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	120	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.39.1.14.2.12	unclassified_Sphingomonadaceae	03_Proteobacteria	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	20	0	26	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	161	8	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	80	0	0	82	0	0	0	0	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	473	0	0	28	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	47	5	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
6	0.2.39.1.10.1.31	unclassified_Acetobacteraceae	03_Proteobacteria	1512	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	177	0	0	7	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	90	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.39.2.8.1.12	Eikenella	03_Proteobacteria	1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	72	0	0	0	0	40	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	162	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
